,Unnamed: 0,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,left,low,medium,IT,RandD,accounting,hr,management,marketing,product_mng,sales,support,technical
1950,1950,0.59,0.69,3,186,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1951,1951,0.95,0.63,3,249,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1952,1952,0.69,0.81,3,214,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1953,1953,0.76,0.75,4,193,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1954,1954,0.7,0.84,2,114,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1955,1955,0.87,0.6,2,122,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1956,1956,0.44,0.55,3,170,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1957,1957,0.54,0.91,3,151,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1958,1958,0.55,0.75,3,156,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1959,1959,0.81,0.75,5,170,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1960,1960,0.5,0.55,3,188,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1961,1961,0.93,0.74,4,201,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1962,1962,0.64,0.5,6,254,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1963,1963,0.57,0.78,3,206,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1964,1964,0.95,0.74,4,216,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1965,1965,0.86,0.67,5,200,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1966,1966,0.82,0.58,4,202,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1967,1967,0.18,0.79,4,217,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1968,1968,0.58,0.7,5,151,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1969,1969,0.57,0.56,3,224,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1970,1970,0.94,0.83,5,148,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1971,1971,0.2,0.97,6,224,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1972,1972,0.73,0.75,2,243,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1973,1973,0.94,0.8,4,238,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1974,1974,0.99,0.61,3,254,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1975,1975,0.22,0.49,4,218,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1976,1976,0.67,0.66,3,237,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1977,1977,0.49,0.67,4,185,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1978,1978,0.78,0.95,4,184,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1979,1979,0.15,0.74,2,176,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1980,1980,0.91,0.89,4,260,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1981,1981,0.7,0.78,4,254,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1982,1982,0.6,0.95,3,221,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1983,1983,0.59,0.57,5,257,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1984,1984,0.59,0.93,3,265,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1985,1985,0.55,0.64,3,138,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1986,1986,0.42,0.75,3,163,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1987,1987,0.57,0.81,3,144,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1988,1988,0.72,0.51,3,146,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1989,1989,0.83,0.81,3,242,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1990,1990,0.89,0.93,4,249,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1991,1991,0.55,0.59,3,245,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1992,1992,0.53,0.75,4,201,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1993,1993,0.74,0.59,4,177,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1994,1994,0.63,0.98,4,160,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1995,1995,0.63,0.4,6,177,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1996,1996,0.61,0.97,4,153,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1997,1997,0.76,0.79,3,197,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1998,1998,0.67,0.82,4,246,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1999,1999,0.51,0.95,4,258,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2000,2000,0.67,0.55,3,137,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2001,2001,0.16,0.94,3,178,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2002,2002,0.34,0.85,4,123,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2003,2003,0.58,0.73,5,162,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2004,2004,0.5,0.71,5,210,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2005,2005,0.56,0.48,4,197,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2006,2006,0.56,0.98,3,220,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2007,2007,0.74,0.71,4,133,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2008,2008,0.69,0.99,3,198,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2009,2009,0.15,0.81,4,160,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2010,2010,0.58,0.67,2,180,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2011,2011,0.8,0.79,3,217,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2012,2012,0.5,0.57,3,223,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2013,2013,0.66,0.92,4,229,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2014,2014,0.81,0.78,4,159,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2015,2015,0.14,0.68,5,253,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2016,2016,0.92,0.85,3,235,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2017,2017,0.69,0.91,4,186,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2018,2018,0.66,0.99,4,263,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2019,2019,0.85,0.39,4,239,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020,2020,0.83,0.69,4,151,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2021,2021,1.0,0.49,3,106,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2022,2022,0.68,0.65,3,183,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2023,2023,0.26,0.97,3,125,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2024,2024,0.35,0.41,3,157,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2025,2025,0.12,0.58,3,241,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2026,2026,0.91,0.93,4,184,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2027,2027,0.65,0.67,4,144,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2028,2028,0.78,0.72,3,255,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2029,2029,0.61,0.82,3,261,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2030,2030,0.64,0.51,4,207,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2031,2031,0.58,0.73,4,205,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2032,2032,0.63,0.76,4,217,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2033,2033,0.94,0.6,4,215,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2034,2034,0.26,0.81,5,139,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2035,2035,0.59,0.69,3,146,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2036,2036,0.78,0.8,4,175,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2037,2037,0.86,0.64,5,188,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2038,2038,0.79,0.73,5,155,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2039,2039,0.89,0.73,4,171,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2040,2040,0.34,0.99,4,184,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2041,2041,0.29,0.77,3,164,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2042,2042,0.71,0.89,3,244,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2043,2043,0.93,0.58,4,222,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2044,2044,0.94,0.76,4,231,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2045,2045,0.91,0.72,3,213,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2046,2046,0.71,0.96,4,144,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2047,2047,0.67,0.81,3,221,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2048,2048,0.54,0.42,3,138,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2049,2049,0.89,0.58,3,183,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2050,2050,0.94,0.91,3,250,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2051,2051,0.15,0.89,3,219,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2052,2052,0.45,0.92,6,164,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2053,2053,0.92,0.67,4,161,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2054,2054,0.63,0.56,4,274,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2055,2055,0.8,0.66,4,181,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2056,2056,0.45,0.72,3,148,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2057,2057,0.72,0.54,3,226,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2058,2058,0.84,0.36,6,256,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2059,2059,0.61,0.51,3,141,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2060,2060,0.63,0.88,3,177,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2061,2061,0.49,0.54,4,173,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2062,2062,0.68,0.51,2,196,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2063,2063,0.64,0.85,5,179,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2064,2064,0.61,0.64,4,201,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2065,2065,0.83,0.55,5,247,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2066,2066,0.94,0.51,5,238,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2067,2067,0.27,0.66,3,133,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2068,2068,0.6,0.49,2,194,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2069,2069,0.83,0.69,4,232,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2070,2070,0.53,0.75,3,232,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2071,2071,0.79,0.97,4,204,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2072,2072,0.96,0.49,4,252,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2073,2073,0.5,0.56,3,164,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2074,2074,0.68,0.81,5,266,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2075,2075,0.24,0.54,4,226,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2076,2076,0.8,0.8,4,252,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2077,2077,0.62,0.74,4,155,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2078,2078,1.0,0.85,3,202,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2079,2079,0.64,0.75,3,214,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2080,2080,0.51,0.55,4,267,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2081,2081,0.74,0.5,4,265,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2082,2082,0.49,0.99,3,221,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2083,2083,0.96,0.83,4,132,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2084,2084,0.59,0.62,4,227,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2085,2085,0.84,0.57,4,234,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2086,2086,0.16,0.84,3,238,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2087,2087,0.62,0.75,3,149,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2088,2088,0.79,0.67,4,152,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2089,2089,0.53,0.83,4,249,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2090,2090,0.17,0.48,6,270,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2091,2091,0.57,0.76,3,200,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2092,2092,0.65,0.82,4,207,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2093,2093,0.69,0.74,4,266,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2094,2094,0.3,0.8,6,250,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2095,2095,0.99,0.92,3,220,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2096,2096,0.5,0.69,4,177,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2097,2097,0.54,0.96,3,147,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2098,2098,0.69,0.57,4,227,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2099,2099,0.5,0.85,4,272,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2100,2100,0.66,0.73,3,244,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2101,2101,1.0,0.93,5,182,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2102,2102,0.15,0.61,3,146,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2103,2103,0.31,0.54,5,259,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2104,2104,0.65,0.49,4,184,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2105,2105,0.72,0.69,4,149,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2106,2106,0.84,0.85,4,185,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2107,2107,0.55,0.8,3,254,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2108,2108,0.6,0.58,4,249,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2109,2109,0.84,0.48,4,269,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2110,2110,0.68,0.87,3,168,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2111,2111,0.13,1.0,6,225,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2112,2112,0.88,0.98,3,160,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2113,2113,0.64,0.57,5,149,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2114,2114,0.19,0.95,5,193,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2115,2115,0.83,0.88,5,171,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2116,2116,0.17,0.41,4,232,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2117,2117,0.44,0.74,4,250,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2118,2118,0.52,0.55,4,243,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2119,2119,0.66,0.62,4,250,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2120,2120,0.96,0.55,4,153,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2121,2121,0.19,0.5,5,126,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2122,2122,0.86,1.0,3,192,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2123,2123,0.65,0.57,3,137,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2124,2124,0.61,0.97,3,199,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2125,2125,0.53,0.96,3,181,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2126,2126,0.14,0.76,5,260,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2127,2127,0.74,1.0,4,199,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2128,2128,0.47,0.62,6,171,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2129,2129,0.6,0.56,4,260,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2130,2130,0.81,0.58,3,243,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2131,2131,0.95,0.59,2,154,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2132,2132,0.98,0.8,2,201,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2133,2133,0.52,0.8,5,234,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2134,2134,1.0,0.97,3,216,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2135,2135,0.16,0.74,5,205,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2136,2136,0.19,0.83,3,225,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2137,2137,0.94,0.87,3,229,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2138,2138,0.58,0.43,6,132,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2139,2139,0.92,0.69,4,180,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2140,2140,0.65,0.8,4,164,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2141,2141,0.74,0.74,5,175,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2142,2142,0.6,0.53,5,103,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2143,2143,1.0,1.0,5,142,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2144,2144,0.81,0.96,4,212,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2145,2145,0.54,0.67,2,129,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2146,2146,0.18,0.81,5,140,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2147,2147,0.82,0.88,4,149,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2148,2148,0.9,0.96,2,258,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2149,2149,0.62,0.62,4,136,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2150,2150,0.77,0.76,2,216,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2151,2151,0.58,0.86,3,151,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2152,2152,0.27,0.47,5,217,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2153,2153,0.78,0.72,4,219,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2154,2154,0.98,0.66,3,150,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2155,2155,0.75,0.5,4,98,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2156,2156,0.74,0.67,5,140,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2157,2157,0.9,0.99,3,259,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2158,2158,0.73,0.71,5,215,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2159,2159,0.9,0.62,4,258,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2160,2160,0.68,0.91,4,162,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2161,2161,0.9,0.74,3,260,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2162,2162,0.64,0.93,5,198,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2163,2163,0.63,0.9,2,242,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2164,2164,0.87,0.89,4,219,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2165,2165,0.6,0.55,4,204,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2166,2166,0.7,0.74,3,157,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2167,2167,0.15,0.94,5,244,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2168,2168,0.45,0.75,3,122,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2169,2169,0.43,0.9,5,282,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2170,2170,0.92,0.46,5,195,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2171,2171,0.72,0.81,4,134,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2172,2172,0.94,0.84,3,210,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2173,2173,0.74,0.52,3,170,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2174,2174,0.48,0.71,2,140,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2175,2175,0.84,0.76,5,215,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2176,2176,0.53,0.86,3,150,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2177,2177,0.45,0.88,5,268,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2178,2178,0.95,0.67,4,270,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2179,2179,0.95,0.58,3,163,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2180,2180,0.7,0.85,3,188,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2181,2181,0.19,0.93,3,110,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2182,2182,0.74,0.91,5,135,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2183,2183,0.54,0.59,4,228,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2184,2184,0.5,0.69,5,172,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2185,2185,0.95,0.72,3,168,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2186,2186,0.69,0.69,5,160,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2187,2187,0.24,0.74,5,282,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2188,2188,0.96,0.7,5,184,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2189,2189,0.61,0.5,4,217,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2190,2190,0.76,0.53,6,281,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2191,2191,0.61,0.64,3,245,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2192,2192,0.37,0.48,2,285,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2193,2193,0.81,0.9,4,165,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2194,2194,0.59,0.9,3,146,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2195,2195,0.73,0.82,3,133,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2196,2196,0.87,0.57,2,181,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2197,2197,0.67,0.66,6,152,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2198,2198,0.96,0.78,2,284,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2199,2199,0.98,0.51,3,157,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2200,2200,0.5,0.58,4,165,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2201,2201,0.49,0.71,3,255,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2202,2202,0.13,0.65,4,194,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2203,2203,0.57,0.68,3,102,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2204,2204,0.51,0.94,4,247,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2205,2205,0.99,0.69,3,206,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2206,2206,0.8,0.77,3,171,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2207,2207,0.56,0.39,5,263,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2208,2208,0.96,0.84,4,272,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2209,2209,0.96,0.5,3,158,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2210,2210,0.87,0.53,6,216,6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2211,2211,0.61,0.9,5,113,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2212,2212,0.18,0.6,3,140,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2213,2213,0.24,0.77,5,178,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2214,2214,0.86,0.48,4,153,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2215,2215,0.25,0.62,6,271,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2216,2216,0.25,0.82,3,269,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2217,2217,0.63,0.55,3,160,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2218,2218,0.89,0.68,4,258,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2219,2219,0.87,0.82,4,251,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2220,2220,0.87,0.78,3,170,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2221,2221,0.71,0.99,4,238,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2222,2222,0.98,0.87,4,152,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2223,2223,0.16,0.51,3,262,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2224,2224,0.83,0.68,4,273,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2225,2225,0.65,0.77,3,233,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2226,2226,0.95,0.64,3,262,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2227,2227,0.67,0.67,3,183,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
